school_id	cluster	cluster_weight
237	MR4	5.377248470906697
247	MR1	5.853511635772337
247	MR2	4.917769519576334
247	MR3	7.942928173899492
247	MR4	4.7132812527874215
251	MR1	6.50543516099489
251	MR2	9.858033167379322
251	MR3	7.381342294279505
251	MR4	6.31256434401372
253	MR1	2.947542923516509
253	MR2	7.571336273851863
253	MR3	3.037147059082093
253	MR4	5.495599780466833
262	MR1	5.8031209133821715
262	MR2	8.89528264624146
262	MR3	7.276403444510844
262	MR4	5.715539556391608
266	MR1	7.431817678996767
266	MR2	8.453380937004564
266	MR3	4.314622237170569
266	MR4	4.618143518120596
268	MR1	4.138782855202256
268	MR2	10.341944093565479
268	MR3	5.62992801644768
268	MR4	5.056197815816923
270	MR1	2.9973301860834267
270	MR2	10.503643291905995
270	MR3	5.9365093489986505
270	MR4	4.93822670871588
279	MR1	2.0025700012979257
279	MR2	7.324382314177971
279	MR3	2.385086940341289
279	MR4	5.8082511322437504
284	MR1	6.719865815799058
284	MR2	4.3834664878323055
284	MR3	3.1086219536798594
284	MR4	5.072865691839949
291	MR1	2.267841115918563
291	MR2	10.89424702626329
291	MR3	5.259209379073355
291	MR4	6.573111783491889
292	MR1	2.9340455262002365
292	MR2	8.163482496454803
292	MR3	4.916528088612423
292	MR4	7.499679584012015
293	MR1	7.637732084887759
293	MR2	7.222766658020435
293	MR3	4.383116660154267
293	MR4	5.230170071045327
302	MR1	4.4029443489849225
302	MR2	9.492609366629393
302	MR3	4.280406627063261
302	MR4	6.993047187926541
303	MR1	4.095636286095233
303	MR2	11.037284026017108
303	MR3	7.650927026112733
303	MR4	5.546466949102062
306	MR1	2.43576693951881
306	MR2	8.15090896009649
306	MR3	2.8037451518372203
306	MR4	4.91573141150761
308	MR1	2.0739443055541193
308	MR2	9.274491768589527
308	MR3	4.543024442530341
308	MR4	6.7697896243743445
312	MR1	3.221266431534068
312	MR2	10.375247472352283
312	MR3	6.940773621356029
312	MR4	6.388724468691441
318	MR1	3.7839216520807275
318	MR2	6.498121435240315
318	MR3	4.619013985895199
318	MR4	2.9317762075863216
319	MR1	3.5183295369218657
319	MR2	4.568798456116091
319	MR3	2.582718966232558
319	MR4	3.0415105105473152
323	MR1	4.907551631904142
323	MR2	6.82254916521742
323	MR3	8.003099223672347
323	MR4	6.554539594093924
325	MR1	7.916249433940389
325	MR2	8.212322434057784
325	MR3	6.377261471786556
325	MR4	5.883570031541006
330	MR1	5.3757453175333385
330	MR2	6.896106596411502
330	MR3	7.277046822802243
330	MR4	5.432891496100623
332	MR1	6.892147035406742
332	MR2	9.632812293554283
332	MR3	6.744478614006522
332	MR4	5.975662071696712
333	MR1	5.822166900576864
333	MR2	8.458533874385443
333	MR3	2.011169014512745
333	MR4	4.08052234434848
340	MR1	4.5512811855221145
340	MR2	8.204736938338224
340	MR3	5.8992303397505825
340	MR4	4.476756388287545
345	MR1	0.7505990814353355
345	MR2	6.171031805878447
345	MR3	3.043552010263574
345	MR4	4.072951530962882
346	MR1	5.562506353831219
346	MR2	8.999370885220237
346	MR3	4.738539181852349
346	MR4	3.7100391977400995
348	MR1	4.6568465344179115
348	MR2	10.041170878714988
348	MR3	6.751009819120686
348	MR4	5.7343318191333825
353	MR1	6.343425343523604
353	MR2	10.046137660699456
353	MR3	5.930501407267153
353	MR4	6.308608139731612
359	MR1	2.407941127207908
359	MR2	5.723608300202029
359	MR3	5.504048439669703
359	MR4	4.863245855553723
360	MR1	5.197267866148677
360	MR2	9.599663535366588
360	MR3	7.823032843600886
360	MR4	5.459567333131632
364	MR1	0.724125229052861
364	MR2	4.007101918409856
364	MR3	2.3292955494015017
364	MR4	3.3910794826530686
368	MR1	7.1759557804190495
368	MR2	9.426470773327104
368	MR3	4.556928147322629
368	MR4	4.615217501363001
369	MR1	5.554312482229141
369	MR2	11.467092525162387
369	MR3	8.483876386092906
369	MR4	8.475793833770368
371	MR1	4.851075533202661
371	MR2	8.414893093053124
371	MR3	3.943216354207107
371	MR4	7.364962355421635
372	MR1	4.135878244843376
372	MR2	9.035083883522244
372	MR3	5.977822104182859
372	MR4	5.526795787084848
380	MR1	5.047990188066018
380	MR2	9.739413504612575
380	MR3	8.120450375048222
380	MR4	6.2689950874383085
382	MR1	5.868658660768422
382	MR2	9.0487285129662
382	MR3	6.801647971078046
382	MR4	6.983414776918051
383	MR1	3.4404196174057486
383	MR2	9.1875145767239
383	MR3	7.336852998396388
383	MR4	6.95321856437226
384	MR1	2.529472672252715
384	MR2	3.309537996109159
384	MR3	7.371042281947105
384	MR4	3.558596807878568
388	MR1	5.2486356385128
388	MR2	7.692642767100522
388	MR3	4.679758656815062
388	MR4	7.909417381856645
390	MR1	3.389606308178595
390	MR2	4.17770239225426
390	MR3	5.902393678060791
390	MR4	4.485871549298486
394	MR1	4.606596624424335
394	MR2	6.1794614184604315
394	MR3	4.899460663505408
394	MR4	4.809720779610949
400	MR1	1.0126325580526496
400	MR2	3.766638589530024
400	MR3	1.5320530931397596
400	MR4	2.1818615347388697
406	MR1	4.9890072356343325
406	MR2	4.049051219975139
406	MR3	3.5112109033287413
406	MR4	3.348995566746824
410	MR1	1.8521694201649315
410	MR2	3.9522092071546817
410	MR3	0.8283639524701825
410	MR4	2.805530290942521
411	MR1	3.0022550195958395
411	MR2	8.007662348134428
411	MR3	3.050001515211425
411	MR4	4.4622754709312735
426	MR1	0.867849187988531
426	MR2	0.9144151421726208
426	MR3	0.7355037540699405
426	MR4	2.344160564025417
429	MR1	4.957143142951436
429	MR2	9.250115264601654
429	MR3	6.975414144159318
429	MR4	4.511104624545155
431	MR1	4.4850206167312034
431	MR2	8.825989343829441
431	MR3	5.518520498223708
431	MR4	5.0342553822493725
445	MR1	3.298303228553337
445	MR2	5.742363463492954
445	MR3	3.2451110559538874
445	MR4	6.094241919162433
448	MR1	1.953394026992742
448	MR2	6.947616859741708
448	MR3	5.849593688600079
448	MR4	3.599806789125013
452	MR1	5.270464514704792
452	MR2	5.374922500485562
452	MR3	6.8733774136553185
452	MR4	4.212555674174869
455	MR1	5.781509830993192
455	MR2	10.026437297832196
455	MR3	7.972656765799758
455	MR4	7.618106993288345
457	MR1	4.43291183969203
457	MR2	11.353935468358038
457	MR3	7.9178013636229565
457	MR4	5.43334763872166
458	MR1	4.603847829316947
458	MR2	10.009977034951278
458	MR3	6.73651319710365
458	MR4	6.281150788630751
462	MR1	6.447669875371865
462	MR2	7.544559932931416
462	MR3	7.824489619427655
462	MR4	6.818006558042402
466	MR1	7.229317520774194
466	MR2	9.572964556421915
466	MR3	8.438601106972136
466	MR4	8.562978276942857
472	MR1	4.265596368297303
472	MR2	10.056641293505184
472	MR3	5.197785257762195
472	MR4	4.192816560379073
473	MR1	1.3767046398436773
473	MR2	8.346730736838179
473	MR3	4.416386029893044
473	MR4	1.9136948259442996
476	MR1	4.68177152501006
476	MR2	12.097803715355004
476	MR3	5.643177791270629
476	MR4	7.348304775365221
479	MR1	1.774754752488511
479	MR2	4.390384765019028
479	MR3	0.5957025405506363
479	MR4	1.7025826492926994
480	MR1	2.135208799912282
480	MR2	5.330141749882893
480	MR3	4.0880126511232975
480	MR4	4.641581758155931
483	MR1	4.720674921131889
483	MR2	11.136468358191198
483	MR3	3.5844283171368083
483	MR4	5.829219362924919
493	MR1	6.98625140373192
493	MR2	10.534099743074403
493	MR3	6.668127753966007
493	MR4	5.810551152248428
495	MR1	4.347704110948512
495	MR2	7.4318497970097805
495	MR3	3.325632114150005
495	MR4	4.564113875628254
497	MR1	2.534110458936509
497	MR2	10.486650045061
497	MR3	2.849199436706401
497	MR4	6.061929849104051
498	MR1	5.337649431571663
498	MR2	7.018626727236201
498	MR3	6.667137106452143
498	MR4	7.315293364208544
499	MR1	6.777548523343941
499	MR2	10.366680202333205
499	MR3	9.202613981454691
499	MR4	9.0125906551055
501	MR1	6.70152021973306
501	MR2	3.281852699217313
501	MR3	4.991194707562396
501	MR4	5.037008846431956
502	MR1	7.050650660423894
502	MR2	11.108828990347302
502	MR3	8.901207093796323
502	MR4	8.417154182332638
504	MR1	1.6427679205695
504	MR2	9.739783074527669
504	MR3	2.473478150741428
504	MR4	4.648232916312247
506	MR1	7.221621487570238
506	MR2	8.566517063459068
506	MR3	3.5324773085924384
506	MR4	8.85740965981489
511	MR1	2.8199419994989743
511	MR2	3.9273768190451492
511	MR3	4.083221068134678
511	MR4	4.8074101068094794
512	MR1	5.118048581554829
512	MR2	2.9340426831444817
512	MR3	2.624091325303548
512	MR4	2.497529756609524
517	MR1	0.22993940294218362
517	MR2	3.819910819034107
517	MR3	5.008799457663162
517	MR4	2.8058554892221643
518	MR1	4.938941601305513
518	MR2	2.3913373961737885
518	MR3	5.336576519612667
518	MR4	4.550451535756878
519	MR1	-0.16926017199422116
519	MR2	3.0084433430882305
519	MR3	0.37947946590686915
519	MR4	0.9230519568532608
520	MR1	0.9711738836978179
520	MR2	0.5729815121468593
520	MR3	0.1599089988121537
520	MR4	0.5982875617474975
522	MR1	1.7841645665697006
522	MR2	2.013908062654725
522	MR3	4.771775334391305
522	MR4	1.4728245390432355
526	MR1	2.8754081614497218
526	MR2	3.180754141483727
526	MR3	5.128893925079736
526	MR4	3.5469720250519083
530	MR1	4.332505245422093
530	MR2	3.993029300392514
530	MR3	2.4579823368667615
530	MR4	4.403543211916416
535	MR1	3.497898055758483
535	MR2	4.433291787958683
535	MR3	2.662901656008899
535	MR4	3.8607743674722492
537	MR1	5.3888487074539535
537	MR2	6.4394884405196775
537	MR3	6.739064750983754
537	MR4	9.036958941545606
539	MR1	5.9053380972179825
539	MR2	8.828994841850037
539	MR3	7.071572430638106
539	MR4	5.839944585140229
540	MR1	6.58256984952985
540	MR2	6.245668049176454
540	MR3	6.729852856904297
540	MR4	4.940107467257824
541	MR1	6.187286368868449
541	MR2	10.257870977875633
541	MR3	6.8357583842946745
541	MR4	5.4670913336833635
545	MR1	8.516536577091292
545	MR2	8.11629057270642
545	MR3	4.970890345343014
545	MR4	6.457119172038814
549	MR1	6.591307394361226
549	MR2	7.85620060826298
549	MR3	2.769315293358187
549	MR4	7.844005846372424
555	MR1	3.8415442347475386
555	MR2	9.866011311257715
555	MR3	7.488858703105659
555	MR4	7.766485655708963
567	MR1	6.383739656395669
567	MR2	8.905647465747037
567	MR3	5.154629007236798
567	MR4	4.048880917968506
568	MR1	4.9258905719901005
568	MR2	3.83023307796922
568	MR3	2.941152374558084
568	MR4	3.702525327172691
569	MR1	6.897473674621155
569	MR2	10.259067796501784
569	MR3	6.21411616953814
569	MR4	6.7660367528812575
572	MR1	4.0473687796277495
572	MR2	7.8236015621835415
572	MR3	4.134241164022465
572	MR4	6.698287441825358
577	MR1	4.530003236104967
577	MR2	7.474396085985576
577	MR3	4.871549048607636
577	MR4	4.985019295091337
587	MR1	3.8877818675232345
587	MR2	4.663861297205963
587	MR3	3.108101872313334
587	MR4	4.672814651933543
588	MR1	4.255307296708807
588	MR2	3.652320554790355
588	MR3	3.38445414558185
588	MR4	5.438635741842746
600	MR1	4.4214801067714244
600	MR2	8.654351917826247
600	MR3	4.057468652469207
600	MR4	9.062832197949053
604	MR1	3.808863045708252
604	MR2	4.7546040259248805
604	MR3	7.15214222489096
604	MR4	4.720837790540729
605	MR1	1.5770417103830863
605	MR2	4.407096991550952
605	MR3	6.516544121466387
605	MR4	4.150916250124198
607	MR1	6.191010687942536
607	MR2	8.29942766573166
607	MR3	3.091805954318926
607	MR4	4.571258681411419
608	MR1	2.202921168426313
608	MR2	5.018705583672926
608	MR3	2.6694426538219225
608	MR4	2.88435352753055
615	MR1	2.732826764748962
615	MR2	8.004705462745434
615	MR3	4.406959071881164
615	MR4	4.36545492838062
619	MR1	4.29302602194059
619	MR2	9.4457191416895
619	MR3	4.920606870261114
619	MR4	4.77116944798413
620	MR1	2.1555156220323495
620	MR2	7.567061591467489
620	MR3	1.779415398874782
620	MR4	3.4075798541644633
622	MR1	4.140838663875482
622	MR2	7.784610606319105
622	MR3	3.830318982427319
622	MR4	6.977369505357527
624	MR1	-1.7856922901156316
624	MR2	7.327191608796673
624	MR3	2.7422994568843895
624	MR4	2.9763403149338843
627	MR1	5.231224157795839
627	MR2	10.007771977867204
627	MR3	3.0526847599554316
627	MR4	6.239113181979544
628	MR1	2.214955488467664
628	MR2	10.752225886555612
628	MR3	2.9369565260272603
628	MR4	6.264991870136337
635	MR1	5.639179635246755
635	MR2	6.198575704029322
635	MR3	6.716220233995031
635	MR4	6.551595006959604
637	MR1	4.003823448942327
637	MR2	7.181946887790219
637	MR3	3.0723173259707677
637	MR4	4.920867711142345
638	MR1	2.8867410677285648
638	MR2	6.459459940925734
638	MR3	1.0218244716941935
638	MR4	4.49264025310358
639	MR1	0.9917539220550095
639	MR2	3.5721366005419193
639	MR3	1.9759999238198294
639	MR4	1.839181453794284
640	MR1	5.138927497740592
640	MR2	4.811333676090206
640	MR3	5.354055624190842
640	MR4	7.300215032353869
643	MR1	2.7767433124721266
643	MR2	7.7202764201963126
643	MR3	2.689548306294801
643	MR4	1.7470291885269682
649	MR1	2.582470368067866
649	MR2	7.371356836069765
649	MR3	4.498379100751986
649	MR4	5.466535505347913
650	MR1	1.4903457333991061
650	MR2	3.9559947919807508
650	MR3	5.4770057128818745
650	MR4	3.111623180627092
651	MR1	5.609809076012113
651	MR2	3.23530801133406
651	MR3	4.387750603481424
651	MR4	3.999488945431045
652	MR1	0.4621221739082737
652	MR2	3.2357271440682913
652	MR3	2.1471699500274806
652	MR4	2.0331130797894357
653	MR1	3.841890769056265
653	MR2	7.24011028198594
653	MR3	1.3656708248576113
653	MR4	3.0294372163240197
654	MR1	5.317670605528729
654	MR2	9.555838715566026
654	MR3	5.587135571385427
654	MR4	5.74928346447073
655	MR1	5.320808740615345
655	MR2	9.080707309205277
655	MR3	4.358356024040499
655	MR4	5.062574144061038
656	MR1	1.3192417499891942
656	MR2	2.928169439376012
656	MR3	2.2934874783643218
656	MR4	5.971635493806848
657	MR1	0.6103720281142212
657	MR2	4.078839896169916
657	MR3	1.2287739033653566
657	MR4	3.6211990615359997
658	MR1	-0.02570497199835528
658	MR2	0.9004649118879863
658	MR3	0.33357220591202463
658	MR4	1.1383144678236334
659	MR1	0.9728451917504131
659	MR2	3.289735280641389
659	MR3	0.9712829854935607
659	MR4	3.9597669329941225
660	MR1	2.026738519471785
660	MR2	3.86348980043563
660	MR3	1.5837433380412427
660	MR4	1.737135354134375
662	MR1	4.92297838626735
662	MR2	5.5491447304501405
662	MR3	2.591271515109161
662	MR4	5.482212414177287
663	MR1	-1.0289329926140827
663	MR2	7.072557566681856
663	MR3	-0.038300614519825894
663	MR4	1.7585468915462514
665	MR1	3.9989770430731633
665	MR2	3.026942758235625
665	MR3	2.2493404314420182
665	MR4	1.4916584846717464
666	MR1	2.938214497359262
666	MR2	6.607290461962374
666	MR3	2.4612463450768978
666	MR4	2.4650879816570264
668	MR1	4.254659507444284
668	MR2	7.3876028692769715
668	MR3	4.205917230879653
668	MR4	3.2998598152806062
669	MR1	3.2769572389613564
669	MR2	5.913356312721914
669	MR3	1.3246626638404946
669	MR4	6.746043283531296
672	MR1	3.7271948474815995
672	MR2	7.648702489029998
672	MR3	4.344948760820787
672	MR4	5.251206981175728
674	MR1	-0.21036391108381253
674	MR2	5.919347260943193
674	MR3	4.031879008246617
674	MR4	1.6364343464557842
676	MR1	0.6287726498863601
676	MR2	1.3872007189299795
676	MR3	0.35765888734006457
676	MR4	1.4421071463935924
678	MR1	-0.9705944384750866
678	MR2	2.9207925051931634
678	MR3	0.995193082419605
678	MR4	1.6790579777857126
679	MR1	1.5300158776876818
679	MR2	4.973541906865063
679	MR3	0.5318292285325307
679	MR4	2.6406194212313183
680	MR1	5.858893769837178
680	MR2	7.982307629216322
680	MR3	5.24333573330105
680	MR4	4.1847269353168075
681	MR1	4.0016628239338985
681	MR2	5.359296279439941
681	MR3	3.301338382334798
681	MR4	3.1448693015781513
683	MR1	5.540612857051251
683	MR2	11.715616236598207
683	MR3	7.022973261771019
683	MR4	6.977948226528122
685	MR1	5.490083436879406
685	MR2	8.620206876947524
685	MR3	3.5328794347745
685	MR4	3.4618854185461716
688	MR1	3.030721986877979
688	MR2	6.963760451576627
688	MR3	4.761324176317408
688	MR4	6.768711588309823
690	MR1	0.9775811019607991
690	MR2	3.060669078591216
690	MR3	0.45944289662962495
690	MR4	1.8514075322052599
691	MR1	1.0265776614827617
691	MR2	7.551325202839799
691	MR3	1.6453708841840318
691	MR4	2.1631468311817814
693	MR1	1.6236300536718342
693	MR2	9.870455925528615
693	MR3	8.060870207960294
693	MR4	6.893577711682804
694	MR1	3.7377611893571117
694	MR2	7.781274331516456
694	MR3	7.520781563552224
694	MR4	4.900543806752769
697	MR1	0.2730569234744775
697	MR2	7.927116978095517
697	MR3	1.3047720678717853
697	MR4	4.688989519697679
699	MR1	3.8837894974545146
699	MR2	6.0435324038811356
699	MR3	4.215120926018805
699	MR4	5.050541756627147
703	MR1	3.3093400953995147
703	MR2	7.976853976532908
703	MR3	1.2306975581584374
703	MR4	2.4940752496659355
707	MR1	-0.4611162153669353
707	MR2	3.1474513638994783
707	MR3	1.0915471952754305
707	MR4	4.507256086354776
708	MR1	0.6478994321789637
708	MR2	8.371273100924254
708	MR3	4.032448102623485
708	MR4	3.1050158264644505
710	MR1	1.2267619724863073
710	MR2	5.120209334353029
710	MR3	0.04616038020959214
710	MR4	1.7095209515405623
712	MR1	4.032533701856113
712	MR2	7.77727965585819
712	MR3	4.431491558900525
712	MR4	4.055557987581621
714	MR1	1.2339235492256653
714	MR2	9.992576566006557
714	MR3	3.4894685324296955
714	MR4	4.05148145013029
715	MR1	-0.8186156144978486
715	MR2	8.201485750316799
715	MR3	3.7563138321248544
715	MR4	2.8093280520996156
720	MR1	4.200301207937904
720	MR2	5.551105984327399
720	MR3	2.849222685941291
720	MR4	5.985992448122727
724	MR1	-0.7909382161399011
724	MR2	5.0914064080674715
724	MR3	1.8327925928401478
724	MR4	2.2536364922857515
727	MR1	1.9064304784664092
727	MR2	4.536236274772208
727	MR3	4.065945225469675
727	MR4	4.218022180281937
729	MR1	1.205090716133602
729	MR2	4.734211235909775
729	MR3	1.3112144472655864
729	MR4	3.4581346531877215
731	MR1	1.3371478866010673
731	MR2	6.457081216354776
731	MR3	2.406634488747624
731	MR4	3.3382571925691464
739	MR1	3.075308631671439
739	MR2	7.215288406567523
739	MR3	0.9678626316294828
739	MR4	3.5080113713025973
740	MR1	2.7660460163433336
740	MR2	7.101769997393754
740	MR3	0.9890672210085732
740	MR4	3.2429767610762394
743	MR1	0.7559438860392355
743	MR2	4.9852916008155574
743	MR3	1.0092049988868383
743	MR4	1.5062396523107724
745	MR1	3.190283605697771
745	MR2	8.421458020984337
745	MR3	6.071502016892038
745	MR4	7.172576303348029
746	MR1	6.191975857163342
746	MR2	7.641645180207316
746	MR3	5.010633965956853
746	MR4	3.593579015237761
747	MR1	5.14201385123819
747	MR2	8.25682162549289
747	MR3	6.066695185676123
747	MR4	5.8320467114522225
748	MR1	2.704293019969381
748	MR2	10.250147485820092
748	MR3	2.9672273874497703
748	MR4	5.228375770725453
749	MR1	2.834192085428392
749	MR2	7.268951842315718
749	MR3	1.4836566411933347
749	MR4	4.182520077045653
752	MR1	1.4325016513142366
752	MR2	3.546006089403496
752	MR3	0.31588192429612305
752	MR4	4.64406330611345
753	MR1	1.361987915746278
753	MR2	4.562839443153161
753	MR3	4.296417053571977
753	MR4	3.1770130727351185
754	MR1	3.4683414307612277
754	MR2	6.6989261704129195
754	MR3	6.622581371870471
754	MR4	6.969428329281948
756	MR1	4.755138215450842
756	MR2	5.49550349795555
756	MR3	7.1474142624645856
756	MR4	5.460866812225984
757	MR1	3.978742942032958
757	MR2	5.5390274181860795
757	MR3	7.122498368326533
757	MR4	5.570116014093657
759	MR1	0.4218151719353499
759	MR2	3.9850388914202077
759	MR3	1.1395667053767808
759	MR4	1.23703994915199
760	MR1	5.3522246463966345
760	MR2	5.904373269792769
760	MR3	2.145633465904163
760	MR4	4.123218914156521
764	MR1	0.9878706622242517
764	MR2	6.630604569387251
764	MR3	3.551752043520242
764	MR4	1.8916688900568839
765	MR1	2.3360528727077936
765	MR2	4.457890778642433
765	MR3	1.475127731771864
765	MR4	4.857445978883664
768	MR1	1.8639789002049159
768	MR2	3.014572471492596
768	MR3	1.9909024064552598
768	MR4	2.931260833874633
770	MR1	5.388117916956773
770	MR2	7.651591814339688
770	MR3	3.251074799304497
770	MR4	2.257192349080412
771	MR1	1.6042536058299197
771	MR2	4.86295722507348
771	MR3	1.9655384204558564
771	MR4	0.6688685816024187
772	MR1	4.154123717464685
772	MR2	8.121538422572975
772	MR3	6.651257347434438
772	MR4	2.6336210952545036
776	MR1	1.089737071062751
776	MR2	2.352961156544159
776	MR3	3.9079202278786984
776	MR4	2.2329480086112197
777	MR1	5.5791962875592995
777	MR2	6.349814090554992
777	MR3	6.767100310189621
777	MR4	8.485316521744382
778	MR1	4.54837899439997
778	MR2	11.363199910394524
778	MR3	6.985972479575387
778	MR4	5.949643594800373
780	MR1	2.459407392547476
780	MR2	2.6516840536215107
780	MR3	4.125038858249448
780	MR4	2.2406957710438276
783	MR1	0.5171980993777704
783	MR2	9.386028280889775
783	MR3	5.699054050677304
783	MR4	3.131635980384089
784	MR1	1.4710760071166453
784	MR2	2.6858510140000207
