school_id	MR1	MR2	MR3	MR4
3	1.284415873281313	3.092312645295722	2.3838043196197445	2.3809165734918594
8	8.016746215885082	10.299552957145885	4.229084724827929	7.0551804720343725
10	0.18500977047913236	3.6559946214752155	2.1763916749389116	2.5051244138589994
15	6.013062148474511	11.08364148636254	5.890672697114014	7.352705321581001
22	4.514934390990642	11.354588534172203	6.074762486510339	5.5481378699069825
24	5.091110206662506	9.35963129776362	6.669418040052447	7.446323081186898
26	6.793206299841925	8.995300105522164	8.254113537411726	6.796939362120387
27	5.63289705088314	7.946207843424375	3.611278918066412	3.387242411092403
37	0.16983723542540452	3.0371891008190133	0.15104405723032482	0.9073333888690653
38	5.089393088259234	9.747048720597327	3.850872105610466	6.215251060522204
41	4.491181522934559	6.751046213629274	5.138124377867223	4.090739445694197
44	4.26596786794353	7.470742228780151	6.049876908437897	2.8080207068162895
47	4.418844140701866	7.7072648479658215	3.7235600569745557	5.8923147191822585
52	6.214699933921291	5.346000180832529	6.145417258020222	5.726240502629155
58	0.3108156639169973	2.587790397445809	0.15298505509729252	1.32918636531777
63	5.357150142750856	10.540893614745084	5.0293680197574995	7.445711360490492
64	4.8028414721605115	11.68949000193141	6.443427376563171	8.499285737355768
70	3.6410873019981524	10.374469265303802	3.380129625411658	4.599992430472598
71	3.006546524265736	6.423160290902399	4.725270823861442	3.859542125172664
76	5.427289561297223	9.77653732342441	6.089338423353856	4.739830187457229
79	6.0903790448924795	8.724445629860423	5.242860049979588	6.572741857574337
80	7.046560632235756	11.105225840982012	3.816589527175252	7.213356260421987
81	2.038774775920137	7.974247969754728	2.534655387935081	5.30254299031935
83	3.58044859507873	4.355982228203354	2.340473304147495	6.566072519266977
84	6.435300055877051	8.091751408140674	5.425721100562309	6.478388469894939
85	3.5140867610230924	9.879778373546172	2.2343288695834547	6.378489736707094
91	3.4972943051559477	9.435570465421275	3.5081341371236108	6.555093567737753
97	3.739002859904674	3.897316442396281	2.8895445414597782	4.0173371825065205
